Att1,Att2,Att3,Att4,Att5,Att6,Att7,Att8,Att9,Att10,Att11,Att12,Att13,Att14,Att15,Att16,Att17,Att18,Att19,Att20,class
1.0,48.0,1.0,0.0,5951.0,1.0,1.0,2.0,1.0,0.0,2.0,0.0,22.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1
1.0,12.0,1.0,3.0,1295.0,1.0,4.0,3.0,1.0,0.0,1.0,3.0,25.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,1
0.0,48.0,1.0,5.0,4308.0,1.0,4.0,3.0,1.0,0.0,4.0,1.0,24.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,1
1.0,12.0,1.0,0.0,1567.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,22.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
0.0,15.0,1.0,3.0,1403.0,1.0,1.0,2.0,1.0,0.0,4.0,3.0,28.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0
0.0,24.0,1.0,0.0,1282.0,4.0,1.0,4.0,1.0,0.0,2.0,3.0,32.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1
1.0,24.0,1.0,4.0,12579.0,1.0,0.0,4.0,1.0,0.0,2.0,2.0,44.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,1
3.0,12.0,4.0,0.0,409.0,3.0,1.0,3.0,1.0,0.0,3.0,0.0,42.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,0
3.0,12.0,1.0,2.0,1474.0,1.0,4.0,4.0,1.0,0.0,1.0,1.0,33.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0
0.0,48.0,0.0,4.0,6143.0,1.0,0.0,4.0,1.0,0.0,4.0,2.0,58.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,1
2.0,11.0,0.0,3.0,1393.0,1.0,4.0,4.0,1.0,0.0,4.0,3.0,35.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0
0.0,6.0,1.0,4.0,1352.0,2.0,3.0,1.0,1.0,0.0,2.0,1.0,23.0,0.0,2.0,1.0,3.0,1.0,0.0,0.0,0
2.0,12.0,1.0,0.0,2073.0,4.0,1.0,4.0,1.0,2.0,2.0,0.0,28.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0
2.0,36.0,0.0,0.0,9566.0,1.0,1.0,2.0,1.0,0.0,2.0,3.0,31.0,2.0,0.0,2.0,0.0,1.0,1.0,0.0,0
3.0,18.0,1.0,3.0,1961.0,1.0,0.0,3.0,1.0,0.0,2.0,3.0,23.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0
0.0,36.0,0.0,2.0,6229.0,1.0,4.0,4.0,1.0,2.0,4.0,2.0,23.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,1
2.0,24.0,1.0,0.0,3181.0,1.0,4.0,4.0,1.0,0.0,4.0,1.0,26.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
2.0,12.0,1.0,0.0,2171.0,1.0,4.0,2.0,1.0,0.0,2.0,3.0,29.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0
2.0,36.0,1.0,0.0,2394.0,0.0,1.0,4.0,1.0,0.0,4.0,3.0,25.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0
2.0,36.0,1.0,4.0,8133.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,30.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0
1.0,42.0,0.0,5.0,5954.0,1.0,2.0,2.0,1.0,0.0,1.0,0.0,41.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,0
2.0,24.0,1.0,0.0,5943.0,0.0,4.0,1.0,1.0,0.0,1.0,3.0,44.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1
2.0,18.0,1.0,5.0,1568.0,4.0,1.0,3.0,1.0,0.0,4.0,1.0,24.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,0
0.0,24.0,1.0,8.0,1755.0,1.0,0.0,4.0,1.0,1.0,4.0,0.0,58.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0
2.0,12.0,0.0,5.0,1412.0,1.0,1.0,4.0,1.0,1.0,2.0,0.0,29.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0
1.0,18.0,0.0,2.0,1295.0,1.0,4.0,4.0,1.0,0.0,1.0,1.0,27.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0
2.0,12.0,0.0,0.0,797.0,0.0,0.0,4.0,1.0,0.0,3.0,1.0,33.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,1
2.0,12.0,0.0,1.0,2012.0,0.0,2.0,4.0,1.0,0.0,2.0,3.0,61.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0
2.0,6.0,2.0,0.0,932.0,1.0,1.0,3.0,1.0,0.0,2.0,0.0,24.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0
0.0,24.0,1.0,2.0,7721.0,0.0,4.0,1.0,1.0,0.0,2.0,1.0,30.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0
3.0,15.0,1.0,1.0,392.0,1.0,4.0,4.0,1.0,0.0,4.0,1.0,23.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0
2.0,36.0,0.0,3.0,7855.0,1.0,1.0,4.0,1.0,0.0,2.0,0.0,25.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,1
0.0,42.0,1.0,0.0,7174.0,0.0,2.0,4.0,1.0,0.0,3.0,3.0,30.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,1
0.0,10.0,0.0,2.0,2132.0,0.0,4.0,2.0,1.0,2.0,3.0,0.0,27.0,0.0,2.0,2.0,0.0,1.0,1.0,1.0,0
0.0,33.0,0.0,2.0,4281.0,2.0,1.0,1.0,1.0,0.0,4.0,3.0,23.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,1
0.0,21.0,1.0,0.0,1835.0,1.0,1.0,3.0,1.0,0.0,2.0,0.0,25.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1
2.0,24.0,0.0,4.0,3868.0,1.0,0.0,4.0,1.0,0.0,2.0,3.0,41.0,0.0,2.0,2.0,2.0,1.0,0.0,0.0,0
1.0,18.0,1.0,2.0,1924.0,0.0,4.0,4.0,1.0,0.0,3.0,0.0,27.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,1
0.0,12.0,0.0,3.0,3499.0,1.0,1.0,3.0,1.0,2.0,2.0,0.0,29.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,1
1.0,48.0,1.0,3.0,8487.0,0.0,2.0,1.0,1.0,0.0,2.0,3.0,24.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0
2.0,60.0,1.0,0.0,10144.0,4.0,2.0,2.0,1.0,0.0,4.0,0.0,21.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
2.0,12.0,0.0,0.0,1240.0,0.0,0.0,4.0,1.0,0.0,2.0,0.0,38.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0
3.0,12.0,1.0,0.0,1881.0,1.0,1.0,2.0,1.0,0.0,2.0,3.0,44.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0
1.0,36.0,1.0,0.0,4795.0,1.0,4.0,4.0,1.0,0.0,1.0,2.0,30.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0
2.0,21.0,0.0,2.0,2288.0,1.0,4.0,4.0,1.0,0.0,4.0,1.0,23.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
0.0,6.0,0.0,3.0,860.0,1.0,0.0,1.0,1.0,0.0,4.0,2.0,39.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0
2.0,12.0,0.0,3.0,682.0,4.0,2.0,4.0,1.0,0.0,3.0,3.0,51.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0
1.0,24.0,0.0,4.0,7758.0,3.0,0.0,2.0,1.0,0.0,4.0,2.0,29.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0
0.0,12.0,1.0,2.0,1282.0,1.0,1.0,2.0,1.0,0.0,4.0,3.0,20.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,1
2.0,18.0,0.0,3.0,1055.0,1.0,4.0,4.0,1.0,0.0,1.0,1.0,30.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0
0.0,18.0,1.0,2.0,1131.0,1.0,3.0,4.0,1.0,0.0,2.0,3.0,33.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1
1.0,11.0,1.0,2.0,1577.0,3.0,4.0,4.0,1.0,0.0,1.0,0.0,20.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0
2.0,24.0,1.0,2.0,3972.0,1.0,2.0,2.0,1.0,0.0,4.0,1.0,25.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0
2.0,12.0,1.0,2.0,763.0,1.0,1.0,4.0,1.0,0.0,1.0,0.0,26.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
1.0,24.0,2.0,2.0,2064.0,1.0,3.0,3.0,1.0,0.0,2.0,1.0,34.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,1
2.0,30.0,4.0,4.0,7485.0,0.0,3.0,4.0,1.0,0.0,1.0,0.0,53.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,1
1.0,9.0,4.0,4.0,5129.0,1.0,0.0,2.0,1.0,0.0,4.0,2.0,74.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,1
1.0,18.0,3.0,2.0,3244.0,1.0,1.0,1.0,1.0,0.0,4.0,3.0,33.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0
1.0,9.0,0.0,1.0,1501.0,1.0,0.0,2.0,1.0,0.0,3.0,3.0,34.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,1
2.0,6.0,0.0,0.0,1382.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,28.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0
1.0,12.0,1.0,2.0,951.0,4.0,4.0,4.0,1.0,0.0,4.0,3.0,27.0,1.0,2.0,4.0,0.0,1.0,1.0,0.0,1
2.0,36.0,1.0,0.0,3835.0,0.0,0.0,2.0,1.0,0.0,4.0,0.0,45.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0
1.0,6.0,0.0,9.0,932.0,0.0,2.0,1.0,1.0,0.0,3.0,1.0,39.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0
2.0,10.0,1.0,3.0,1364.0,1.0,1.0,2.0,1.0,0.0,4.0,3.0,64.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
0.0,12.0,1.0,1.0,1200.0,0.0,1.0,4.0,1.0,0.0,4.0,1.0,23.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0
2.0,12.0,0.0,0.0,1291.0,1.0,1.0,4.0,1.0,0.0,2.0,1.0,35.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0
0.0,24.0,1.0,3.0,915.0,0.0,0.0,4.0,1.0,0.0,2.0,3.0,29.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1
2.0,12.0,0.0,5.0,1185.0,1.0,1.0,3.0,1.0,0.0,2.0,0.0,27.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0
2.0,12.0,4.0,9.0,3447.0,2.0,1.0,4.0,1.0,0.0,3.0,0.0,35.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0
2.0,18.0,1.0,0.0,433.0,1.0,3.0,3.0,1.0,2.0,4.0,0.0,22.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,1
0.0,6.0,0.0,3.0,666.0,3.0,2.0,3.0,1.0,0.0,4.0,0.0,39.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0
3.0,12.0,1.0,2.0,2251.0,1.0,1.0,1.0,1.0,0.0,2.0,3.0,46.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0
1.0,30.0,1.0,3.0,2150.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,24.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1
2.0,15.0,1.0,4.0,3812.0,4.0,4.0,1.0,1.0,0.0,4.0,3.0,23.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
2.0,11.0,0.0,0.0,1154.0,4.0,3.0,4.0,1.0,0.0,4.0,0.0,57.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0,0
0.0,24.0,1.0,0.0,1603.0,1.0,0.0,4.0,1.0,0.0,4.0,3.0,55.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0
2.0,12.0,0.0,1.0,2748.0,1.0,0.0,2.0,1.0,0.0,4.0,2.0,57.0,1.0,1.0,3.0,1.0,1.0,1.0,0.0,0
2.0,24.0,1.0,0.0,1533.0,1.0,4.0,4.0,1.0,0.0,3.0,3.0,38.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0
2.0,12.0,0.0,2.0,1402.0,2.0,2.0,3.0,1.0,0.0,4.0,3.0,37.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0
2.0,18.0,0.0,0.0,2404.0,1.0,1.0,2.0,1.0,0.0,2.0,3.0,26.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0
2.0,6.0,1.0,2.0,4611.0,1.0,4.0,1.0,1.0,0.0,4.0,1.0,32.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1
0.0,47.0,1.0,3.0,10722.0,1.0,4.0,1.0,1.0,0.0,1.0,0.0,35.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0
1.0,12.0,1.0,0.0,1092.0,1.0,1.0,4.0,1.0,1.0,4.0,0.0,49.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0
0.0,24.0,0.0,4.0,6419.0,1.0,0.0,2.0,1.0,0.0,4.0,2.0,44.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,0
1.0,48.0,1.0,2.0,9960.0,1.0,4.0,1.0,1.0,0.0,2.0,3.0,26.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1
2.0,12.0,1.0,4.0,4675.0,0.0,4.0,1.0,1.0,0.0,4.0,3.0,20.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0
2.0,6.0,1.0,3.0,672.0,1.0,3.0,1.0,1.0,0.0,4.0,0.0,54.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0
1.0,36.0,3.0,0.0,3804.0,1.0,1.0,4.0,1.0,0.0,1.0,3.0,42.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1
2.0,30.0,1.0,4.0,4811.0,0.0,2.0,2.0,1.0,0.0,4.0,1.0,24.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0
1.0,8.0,1.0,2.0,1237.0,1.0,1.0,3.0,1.0,0.0,4.0,0.0,24.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1
3.0,24.0,1.0,2.0,3749.0,1.0,4.0,2.0,1.0,0.0,4.0,3.0,26.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0
1.0,24.0,1.0,2.0,4351.0,0.0,1.0,1.0,1.0,0.0,4.0,1.0,48.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0
0.0,15.0,2.0,2.0,3643.0,1.0,0.0,1.0,1.0,0.0,4.0,1.0,27.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0
2.0,18.0,0.0,3.0,1028.0,1.0,1.0,4.0,1.0,0.0,3.0,0.0,36.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0
2.0,24.0,1.0,3.0,1525.0,3.0,2.0,4.0,1.0,0.0,3.0,3.0,34.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0
2.0,18.0,0.0,1.0,1864.0,4.0,1.0,4.0,1.0,0.0,2.0,0.0,30.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,1
1.0,60.0,1.0,3.0,7408.0,4.0,4.0,4.0,1.0,0.0,2.0,1.0,24.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,1
2.0,48.0,0.0,4.0,11590.0,4.0,1.0,2.0,1.0,0.0,4.0,3.0,24.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,1
1.0,13.0,1.0,0.0,2101.0,1.0,4.0,2.0,1.0,1.0,4.0,1.0,23.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0
0.0,15.0,1.0,6.0,1275.0,0.0,1.0,4.0,1.0,0.0,2.0,3.0,24.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,1
1.0,24.0,0.0,1.0,5743.0,1.0,4.0,2.0,1.0,0.0,4.0,2.0,24.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0
0.0,21.0,1.0,2.0,3599.0,1.0,2.0,1.0,1.0,0.0,4.0,3.0,26.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,0
2.0,15.0,0.0,0.0,1459.0,1.0,1.0,4.0,1.0,0.0,2.0,3.0,43.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0
1.0,24.0,1.0,0.0,3758.0,2.0,3.0,1.0,1.0,0.0,4.0,2.0,23.0,0.0,2.0,1.0,3.0,1.0,1.0,0.0,0
2.0,9.0,1.0,6.0,1236.0,1.0,4.0,1.0,1.0,0.0,4.0,0.0,23.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0
1.0,9.0,1.0,2.0,959.0,1.0,1.0,1.0,1.0,0.0,2.0,3.0,29.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1
0.0,30.0,1.0,2.0,2406.0,1.0,2.0,4.0,1.0,0.0,4.0,0.0,23.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,1
3.0,12.0,2.0,3.0,2247.0,1.0,1.0,2.0,1.0,0.0,2.0,3.0,36.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0
0.0,18.0,1.0,2.0,3650.0,1.0,4.0,1.0,1.0,0.0,4.0,3.0,22.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0
1.0,18.0,1.0,2.0,3001.0,1.0,2.0,2.0,1.0,0.0,4.0,0.0,40.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0
2.0,10.0,0.0,2.0,2146.0,1.0,4.0,1.0,1.0,0.0,3.0,0.0,23.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,0
1.0,60.0,4.0,8.0,14782.0,4.0,0.0,3.0,1.0,0.0,4.0,2.0,60.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,1
0.0,48.0,4.0,5.0,7685.0,1.0,2.0,2.0,1.0,1.0,4.0,3.0,37.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,1
2.0,6.0,0.0,3.0,362.0,4.0,1.0,4.0,1.0,0.0,4.0,3.0,52.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0
1.0,18.0,1.0,4.0,12976.0,1.0,3.0,3.0,1.0,0.0,4.0,2.0,38.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,1
2.0,22.0,1.0,3.0,1283.0,0.0,2.0,4.0,1.0,0.0,4.0,1.0,25.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0
2.0,18.0,0.0,0.0,2238.0,1.0,1.0,2.0,1.0,0.0,1.0,3.0,25.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0
2.0,18.0,1.0,0.0,1126.0,0.0,4.0,4.0,1.0,0.0,2.0,0.0,21.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0
2.0,9.0,1.0,5.0,1449.0,1.0,2.0,3.0,1.0,0.0,2.0,3.0,27.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0
1.0,12.0,1.0,2.0,983.0,3.0,4.0,1.0,1.0,0.0,4.0,0.0,19.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,0
0.0,6.0,0.0,0.0,1957.0,1.0,2.0,1.0,1.0,0.0,4.0,3.0,31.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0
0.0,12.0,1.0,2.0,2578.0,1.0,3.0,3.0,1.0,0.0,4.0,2.0,55.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,0
2.0,24.0,0.0,0.0,1516.0,3.0,1.0,4.0,1.0,0.0,1.0,0.0,43.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0
1.0,24.0,1.0,0.0,1967.0,1.0,0.0,4.0,1.0,0.0,4.0,3.0,20.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
0.0,24.0,1.0,3.0,1381.0,0.0,1.0,4.0,1.0,0.0,2.0,1.0,35.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1
0.0,18.0,2.0,1.0,8471.0,0.0,1.0,1.0,1.0,0.0,2.0,3.0,23.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0
2.0,21.0,1.0,3.0,2782.0,2.0,2.0,1.0,1.0,0.0,2.0,3.0,31.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,0
1.0,18.0,1.0,3.0,1042.0,0.0,1.0,4.0,1.0,0.0,2.0,1.0,33.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1
2.0,15.0,1.0,3.0,3186.0,3.0,2.0,2.0,1.0,0.0,3.0,3.0,20.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0
1.0,12.0,1.0,2.0,2762.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,25.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1
0.0,18.0,0.0,7.0,1190.0,1.0,3.0,2.0,1.0,0.0,4.0,2.0,55.0,0.0,1.0,3.0,3.0,2.0,1.0,0.0,1
2.0,24.0,0.0,3.0,1287.0,3.0,0.0,4.0,1.0,0.0,4.0,0.0,37.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0
3.0,12.0,4.0,5.0,609.0,1.0,4.0,4.0,1.0,0.0,1.0,0.0,26.0,0.0,0.0,1.0,3.0,1.0,1.0,0.0,1
0.0,12.0,1.0,2.0,1620.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,30.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0
1.0,48.0,0.0,2.0,5096.0,1.0,1.0,2.0,1.0,0.0,3.0,3.0,30.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,1
2.0,9.0,0.0,1.0,1244.0,0.0,0.0,4.0,1.0,0.0,4.0,1.0,41.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0
0.0,36.0,1.0,3.0,1842.0,1.0,4.0,4.0,1.0,0.0,4.0,3.0,34.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1
3.0,12.0,1.0,2.0,1424.0,0.0,0.0,3.0,1.0,0.0,4.0,0.0,55.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0
2.0,6.0,1.0,0.0,518.0,1.0,1.0,3.0,1.0,0.0,1.0,0.0,29.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0
2.0,24.0,1.0,4.0,2679.0,1.0,4.0,4.0,1.0,0.0,1.0,2.0,29.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0
0.0,6.0,1.0,6.0,343.0,1.0,4.0,4.0,1.0,0.0,1.0,0.0,27.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0
1.0,12.0,1.0,2.0,3017.0,1.0,4.0,3.0,1.0,0.0,1.0,0.0,34.0,0.0,2.0,1.0,2.0,1.0,1.0,0.0,0
0.0,24.0,2.0,0.0,1659.0,1.0,4.0,4.0,1.0,0.0,2.0,3.0,29.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,1
2.0,33.0,2.0,5.0,2764.0,1.0,1.0,2.0,1.0,0.0,2.0,3.0,26.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0
0.0,6.0,1.0,1.0,448.0,1.0,4.0,4.0,1.0,0.0,4.0,1.0,23.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1
0.0,18.0,3.0,2.0,3114.0,1.0,4.0,1.0,1.0,0.0,4.0,1.0,26.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,1
1.0,12.0,0.0,0.0,3573.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,23.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0
0.0,30.0,1.0,2.0,3622.0,3.0,0.0,4.0,1.0,0.0,4.0,1.0,57.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0
2.0,15.0,2.0,2.0,960.0,3.0,2.0,3.0,1.0,0.0,2.0,1.0,30.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0
2.0,24.0,1.0,3.0,3757.0,1.0,0.0,4.0,1.0,2.0,4.0,2.0,62.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0
1.0,27.0,3.0,5.0,8318.0,1.0,0.0,2.0,1.0,0.0,4.0,2.0,42.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,1
2.0,6.0,0.0,0.0,1237.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,27.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0
0.0,24.0,1.0,3.0,3123.0,1.0,4.0,4.0,1.0,0.0,1.0,1.0,27.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1
0.0,24.0,1.0,3.0,1207.0,1.0,4.0,4.0,1.0,0.0,4.0,1.0,24.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,1
